respondent_id,hidden_persona,age_group,gender,city_tier,region,occupation,income_range,accessory_purchase_frequency,preferred_shopping_channel,premium_purchase_driver,sustainability_importance,prior_eco_purchase,plant_based_leather_awareness,familiarity_with_sustainable_materials,preferred_material,openness_to_try,perceived_durability_vs_leather,preferred_first_experience,intended_use_case,preferred_finish,preferred_brand_style,preferred_brand_story,usual_budget_small_accessory,usual_budget_large_accessory,willingness_to_pay_extra,preferred_offer,likelihood_to_recommend,estimated_spending_score,purchase_intent_5level,purchase_intent_binary,interest_handbags,interest_wallets,interest_belts,interest_footwear,interest_tech_accessories,interest_apparel,interest_home_decor,interest_corporate_gifts,trust_premium_design,trust_durability,trust_water_resistance,trust_luxury_branding,trust_certification,trust_made_in_india,trust_farmer_story,trust_reasonable_pricing,concern_durability,concern_quality,concern_low_awareness,concern_high_price,concern_brand_trust,concern_appearance,concern_availability
1509,Eco-conscious premium adopters,18-24,Male,Metro,South,Business Owner,No income,Monthly,E-commerce marketplace,Price/Value,5,"Yes, occasionally","Yes, know it well",5,Vegan leather,5,3,Pop-up exhibition,Daily personal use,Minimal modern,Minimal and modern,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,Customization offer,5,100,Definitely would buy,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1510,Skeptical traditional buyers,55+,Male,Tier 2,East,Salaried,Above 200k,Rarely,E-commerce marketplace,Quality/Durability,3,No,Heard the term only,2,Vegan leather,2,2,Pop-up exhibition,Office/professional use,Minimal modern,Handcrafted and artisanal,Supports Northeast farmers,Above 10000,Above 20000,Above 20%,Loyalty discount,1,100,Probably would buy,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
1511,Eco-conscious premium adopters,18-24,Female,Metro,West,Salaried,25k-50k,Almost never,Shopping mall/store,Design/Aesthetics,4,No,"Yes, a little",4,Vegan leather,5,3,Designer boutique,Gifting,Glossy luxury,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,Above 20%,Loyalty discount,4,100,Definitely would buy,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
1512,Eco-conscious premium adopters,18-24,Male,Metro,North,Creative Professional,25k-50k,Rarely,Exhibitions/pop-ups,Brand Image,4,"Yes, occasionally","Yes, know it well",4,Fabric/Canvas,5,4,Marketplace,Office/professional use,Minimal modern,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,6%-10%,Limited edition packaging,5,100,Definitely would buy,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1513,Value-seeking curious buyers,18-24,Female,Tier 3,West,Salaried,100k-200k,Very often,Instagram/social commerce,Sustainability,3,Heard of them but never purchased,Heard the term only,4,No strong preference,3,2,Premium offline store,Unlikely to buy,Matte natural,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,0%,Loyalty discount,2,100,Definitely would buy,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1514,Skeptical traditional buyers,25-34,Male,Tier 2,South,Salaried,Below 25k,Almost never,E-commerce marketplace,Price/Value,2,Heard of them but never purchased,"No, never heard of it",3,Genuine leather,1,2,Social media page,Daily personal use,Minimal modern,Handcrafted and artisanal,Sustainable luxury,1000-2500,2000-5000,0%,Customization offer,1,49,Definitely would not buy,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1515,Conscious gifting buyers,35-44,Male,Metro,West,Homemaker,Above 200k,Once in 2-3 months,Brand website,Brand Image,3,Heard of them but never purchased,"Yes, a little",4,Vegan leather,5,3,Premium offline store,Unlikely to buy,Textured artisan,Handcrafted and artisanal,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Definitely would buy,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1516,Design-first urban buyers,18-24,Male,Tier 1,South,Student,50k-100k,Once in 2-3 months,Boutique/designer store,Design/Aesthetics,4,"Yes, frequently","Yes, know it well",5,Vegan leather,3,3,Social media page,Daily personal use,Classic leather-like,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Free shipping,4,100,Definitely would buy,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
1517,Eco-conscious premium adopters,35-44,Female,Metro,South,Student,50k-100k,Monthly,Instagram/social commerce,Quality/Durability,5,Heard of them but never purchased,Heard the term only,2,No strong preference,3,4,Online store,Special occasions,Classic leather-like,Luxury and premium,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,First-time buyer discount,2,100,Definitely would buy,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1518,Conscious gifting buyers,45-54,Female,Metro,South,Salaried,50k-100k,Once in 2-3 months,Boutique/designer store,Exclusivity,4,No,Heard the term only,2,Recycled material,4,4,Social media page,Fashion/styling,Matte natural,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Customization offer,4,100,Definitely would buy,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1519,Eco-conscious premium adopters,25-34,Female,Tier 1,Northeast,Salaried,50k-100k,Once in 2-3 months,E-commerce marketplace,Brand Image,4,No,"Yes, know it well",5,Natural handcrafted material,5,4,Online store,Unlikely to buy,Glossy luxury,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,11%-20%,Customization offer,5,100,Definitely would buy,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0
1520,Eco-conscious premium adopters,25-34,Female,Tier 2,Northeast,Salaried,100k-200k,Very often,Brand website,Design/Aesthetics,5,"Yes, occasionally","Yes, know it well",4,Recycled material,4,3,Pop-up exhibition,Office/professional use,Minimal modern,Sustainable and conscious,Cruelty-free innovation,Above 10000,Above 20000,11%-20%,Loyalty discount,5,100,Definitely would buy,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1521,Design-first urban buyers,18-24,Female,Metro,West,Salaried,No income,Monthly,Brand website,Design/Aesthetics,4,No,"Yes, know it well",5,No strong preference,4,4,Marketplace,Gifting,Matte natural,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Customization offer,4,100,Definitely would buy,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
1522,Value-seeking curious buyers,35-44,Male,Tier 3,North,Student,No income,Once in 2-3 months,E-commerce marketplace,Brand Image,3,"Yes, frequently",Heard the term only,1,No strong preference,4,4,Pop-up exhibition,Unlikely to buy,Textured artisan,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Free shipping,5,85,Definitely would buy,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1523,Conscious gifting buyers,25-34,Non-binary,Tier 2,South,Salaried,100k-200k,Monthly,Exhibitions/pop-ups,Quality/Durability,4,No,"Yes, a little",4,Genuine leather,4,2,Premium offline store,Gifting,Minimal modern,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Limited edition packaging,3,100,Definitely would buy,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1524,Skeptical traditional buyers,55+,Male,Tier 2,North,Student,Below 25k,Rarely,Shopping mall/store,Brand Image,3,No,Heard the term only,2,Natural handcrafted material,2,2,Marketplace,Fashion/styling,Glossy luxury,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Loyalty discount,3,88,Not sure,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
1525,Skeptical traditional buyers,25-34,Female,Rural,Northeast,Creative Professional,100k-200k,Rarely,Instagram/social commerce,Price/Value,3,No,Heard the term only,1,Genuine leather,3,1,Premium offline store,Unlikely to buy,Classic leather-like,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Combo/bundle offer,3,100,Probably would buy,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1526,Eco-conscious premium adopters,35-44,Female,Tier 2,West,Salaried,Below 25k,Rarely,Brand website,Sustainability,4,Heard of them but never purchased,"Yes, know it well",4,Vegan leather,5,2,Premium offline store,Unlikely to buy,Classic leather-like,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,Above 20%,First-time buyer discount,4,100,Definitely would buy,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1
1527,Design-first urban buyers,18-24,Non-binary,Tier 1,West,Business Owner,50k-100k,Rarely,Boutique/designer store,Quality/Durability,4,Heard of them but never purchased,Heard the term only,2,Recycled material,5,3,Premium offline store,Gifting,Glossy luxury,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,First-time buyer discount,5,100,Definitely would buy,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1528,Value-seeking curious buyers,45-54,Female,Tier 2,West,Salaried,25k-50k,Once in 2-3 months,Shopping mall/store,Price/Value,3,Heard of them but never purchased,"Yes, a little",5,Natural handcrafted material,3,2,Marketplace,Gifting,Minimal modern,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Loyalty discount,4,100,Probably would buy,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0
1529,Eco-conscious premium adopters,25-34,Non-binary,Metro,Central,Salaried,25k-50k,Once in 2-3 months,Boutique/designer store,Quality/Durability,4,"Yes, occasionally","Yes, know it well",4,Recycled material,3,4,Social media page,Office/professional use,Textured artisan,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Combo/bundle offer,3,100,Definitely would buy,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1530,Design-first urban buyers,25-34,Female,Metro,West,Student,100k-200k,Rarely,Instagram/social commerce,Design/Aesthetics,4,Heard of them but never purchased,"Yes, know it well",4,Recycled material,2,2,Online store,Fashion/styling,Minimal modern,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Customization offer,1,100,Probably would buy,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
1531,Design-first urban buyers,25-34,Non-binary,Metro,South,Student,Above 200k,Almost never,E-commerce marketplace,Brand Image,4,"Yes, occasionally","Yes, a little",3,Genuine leather,4,1,Online store,Fashion/styling,Classic leather-like,Luxury and premium,Agri-waste innovation,Above 10000,Above 20000,6%-10%,Loyalty discount,5,100,Definitely would buy,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
1532,Eco-conscious premium adopters,25-34,Male,Tier 2,West,Salaried,50k-100k,Rarely,E-commerce marketplace,Sustainability,4,"Yes, occasionally","Yes, know it well",4,Natural handcrafted material,4,4,Premium offline store,Gifting,Minimal modern,Sustainable and conscious,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,3,100,Definitely would buy,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1533,Value-seeking curious buyers,45-54,Male,Metro,Northeast,Student,25k-50k,Monthly,Shopping mall/store,Price/Value,3,"Yes, frequently",Heard the term only,3,No strong preference,4,2,Marketplace,Office/professional use,Matte natural,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Up to 5%,First-time buyer discount,4,100,Definitely would buy,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
1534,Skeptical traditional buyers,45-54,Male,Rural,Northeast,Homemaker,25k-50k,Rarely,Boutique/designer store,Exclusivity,2,Heard of them but never purchased,Heard the term only,3,Genuine leather,2,4,Online store,Unlikely to buy,Minimal modern,Handcrafted and artisanal,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Loyalty discount,3,83,Probably would not buy,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
1535,Eco-conscious premium adopters,25-34,Female,Metro,Central,Salaried,Below 25k,Once in 2-3 months,Instagram/social commerce,Sustainability,5,No,"Yes, a little",3,Vegan leather,3,3,Pop-up exhibition,Daily personal use,Textured artisan,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,Above 20%,Customization offer,4,100,Definitely would buy,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1536,Value-seeking curious buyers,18-24,Female,Tier 3,West,Salaried,50k-100k,Once in 2-3 months,Shopping mall/store,Price/Value,2,"Yes, occasionally","Yes, a little",3,No strong preference,3,1,Marketplace,Fashion/styling,Matte natural,Youthful and trendy,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,First-time buyer discount,2,100,Probably would buy,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1537,Skeptical traditional buyers,25-34,Male,Tier 2,East,Student,25k-50k,Once in 2-3 months,Shopping mall/store,Price/Value,3,Heard of them but never purchased,"No, never heard of it",1,Genuine leather,2,3,Pop-up exhibition,Special occasions,Glossy luxury,Luxury and premium,Modern premium Indian roots,Above 10000,Above 20000,0%,Customization offer,2,81,Probably would not buy,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1538,Skeptical traditional buyers,55+,Female,Tier 1,Northeast,Homemaker,50k-100k,Almost never,Brand website,Price/Value,1,No,"No, never heard of it",1,Genuine leather,1,1,Pop-up exhibition,Unlikely to buy,Glossy luxury,Handcrafted and artisanal,Modern premium Indian roots,2501-5000,5001-10000,0%,Loyalty discount,2,61,Definitely would not buy,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
1539,Skeptical traditional buyers,35-44,Female,Rural,East,Salaried,Below 25k,Rarely,Boutique/designer store,Quality/Durability,1,Heard of them but never purchased,"No, never heard of it",1,Genuine leather,1,1,Premium offline store,Office/professional use,Minimal modern,Handcrafted and artisanal,Modern premium Indian roots,1000-2500,2000-5000,6%-10%,First-time buyer discount,1,46,Definitely would not buy,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1540,Value-seeking curious buyers,25-34,Prefer not to say,Tier 1,East,Salaried,25k-50k,Monthly,Shopping mall/store,Price/Value,4,"Yes, occasionally",Heard the term only,2,Vegan leather,2,3,Marketplace,Daily personal use,Glossy luxury,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,Free shipping,3,100,Definitely would buy,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
1541,Skeptical traditional buyers,35-44,Female,Tier 2,East,Creative Professional,Below 25k,Almost never,Shopping mall/store,Quality/Durability,2,No,"No, never heard of it",1,No strong preference,1,2,Premium offline store,Daily personal use,Textured artisan,Luxury and premium,Modern premium Indian roots,2501-5000,5001-10000,Up to 5%,Combo/bundle offer,3,55,Definitely would not buy,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
1542,Design-first urban buyers,35-44,Female,Metro,West,Student,Above 200k,Once in 2-3 months,Instagram/social commerce,Design/Aesthetics,4,"Yes, occasionally","Yes, a little",3,Vegan leather,5,3,Marketplace,Gifting,Minimal modern,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,0%,First-time buyer discount,5,100,Definitely would buy,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
1543,Design-first urban buyers,25-34,Male,Tier 1,West,Salaried,Above 200k,Very often,Exhibitions/pop-ups,Exclusivity,4,Heard of them but never purchased,"Yes, know it well",5,Genuine leather,4,3,Designer boutique,Fashion/styling,Glossy luxury,Luxury and premium,Sustainable luxury,Above 10000,Above 20000,Above 20%,Customization offer,4,100,Definitely would buy,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1544,Eco-conscious premium adopters,25-34,Male,Metro,Northeast,Salaried,Below 25k,Monthly,Brand website,Quality/Durability,5,No,"Yes, know it well",5,Vegan leather,5,4,Premium offline store,Special occasions,Glossy luxury,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Limited edition packaging,4,100,Definitely would buy,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0
1545,Value-seeking curious buyers,25-34,Female,Tier 3,North,Creative Professional,50k-100k,Almost never,Shopping mall/store,Brand Image,3,Heard of them but never purchased,"Yes, a little",2,Genuine leather,4,4,Marketplace,Daily personal use,Minimal modern,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,Above 20%,Loyalty discount,5,100,Definitely would buy,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1546,Design-first urban buyers,18-24,Female,Metro,West,Business Owner,50k-100k,Monthly,Brand website,Sustainability,4,No,"Yes, know it well",5,No strong preference,4,4,Premium offline store,Daily personal use,Matte natural,Handcrafted and artisanal,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Customization offer,5,100,Definitely would buy,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
1547,Design-first urban buyers,18-24,Female,Metro,North,Salaried,Above 200k,Once in 2-3 months,Shopping mall/store,Design/Aesthetics,4,No,"Yes, know it well",4,Recycled material,4,4,Marketplace,Office/professional use,Matte natural,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Customization offer,5,100,Definitely would buy,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
1548,Skeptical traditional buyers,45-54,Female,Rural,East,Salaried,Below 25k,Once in 2-3 months,E-commerce marketplace,Price/Value,2,No,"No, never heard of it",1,Genuine leather,2,2,Premium offline store,Unlikely to buy,Classic leather-like,Handcrafted and artisanal,Modern premium Indian roots,2501-5000,5001-10000,0%,Combo/bundle offer,3,55,Definitely would not buy,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1549,Design-first urban buyers,18-24,Male,Metro,Central,Salaried,25k-50k,Very often,Boutique/designer store,Design/Aesthetics,5,"Yes, occasionally","Yes, know it well",2,Recycled material,5,2,Premium offline store,Fashion/styling,Classic leather-like,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Limited edition packaging,5,100,Definitely would buy,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
1550,Design-first urban buyers,25-34,Female,Metro,West,Salaried,50k-100k,Rarely,Shopping mall/store,Price/Value,3,No,"Yes, know it well",3,No strong preference,5,4,Marketplace,Gifting,Matte natural,Luxury and premium,Agri-waste innovation,Above 10000,Above 20000,11%-20%,Free shipping,3,100,Definitely would buy,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
1551,Eco-conscious premium adopters,25-34,Female,Tier 1,South,Salaried,100k-200k,Very often,Brand website,Design/Aesthetics,4,No,Heard the term only,2,Recycled material,5,3,Designer boutique,Office/professional use,Glossy luxury,Luxury and premium,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,Customization offer,5,100,Definitely would buy,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1552,Value-seeking curious buyers,25-34,Male,Tier 3,Northeast,Business Owner,50k-100k,Monthly,Shopping mall/store,Price/Value,4,"Yes, occasionally",Heard the term only,3,Fabric/Canvas,2,2,Online store,Unlikely to buy,Glossy luxury,Minimal and modern,Supports Northeast farmers,Above 10000,Above 20000,6%-10%,Loyalty discount,1,100,Definitely would buy,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1553,Design-first urban buyers,18-24,Female,Metro,North,Salaried,100k-200k,Almost never,Brand website,Brand Image,4,"Yes, frequently","Yes, know it well",4,No strong preference,5,3,Premium offline store,Fashion/styling,Glossy luxury,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,11%-20%,Combo/bundle offer,5,100,Definitely would buy,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1554,Design-first urban buyers,18-24,Male,Tier 1,Central,Creative Professional,Above 200k,Once in 2-3 months,E-commerce marketplace,Exclusivity,5,No,"Yes, know it well",3,Vegan leather,5,3,Designer boutique,Fashion/styling,Textured artisan,Youthful and trendy,Modern premium Indian roots,Above 10000,Above 20000,0%,Free shipping,5,100,Definitely would buy,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
1555,Design-first urban buyers,18-24,Female,Tier 1,South,Salaried,25k-50k,Monthly,Brand website,Design/Aesthetics,4,Heard of them but never purchased,"Yes, a little",3,Natural handcrafted material,5,3,Designer boutique,Unlikely to buy,Textured artisan,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,Free shipping,5,100,Definitely would buy,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
1556,Skeptical traditional buyers,55+,Male,Tier 3,North,Homemaker,50k-100k,Once in 2-3 months,Boutique/designer store,Price/Value,2,"Yes, occasionally",Heard the term only,3,Genuine leather,2,1,Premium offline store,Daily personal use,Matte natural,Sustainable and conscious,Modern premium Indian roots,5001-10000,10001-20000,0%,First-time buyer discount,4,77,Definitely would not buy,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
1557,Conscious gifting buyers,45-54,Female,Tier 1,Northeast,Freelancer,Above 200k,Almost never,Exhibitions/pop-ups,Design/Aesthetics,4,"Yes, occasionally",Heard the term only,2,No strong preference,3,2,Premium offline store,Daily personal use,Textured artisan,Sustainable and conscious,Modern premium Indian roots,Above 10000,Above 20000,Above 20%,Loyalty discount,2,100,Definitely would buy,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1558,Value-seeking curious buyers,25-34,Male,Tier 1,East,Salaried,Below 25k,Very often,E-commerce marketplace,Exclusivity,4,Heard of them but never purchased,"Yes, a little",3,No strong preference,3,3,Marketplace,Unlikely to buy,Minimal modern,Youthful and trendy,Supports Northeast farmers,Above 10000,Above 20000,11%-20%,First-time buyer discount,3,100,Definitely would buy,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1559,Value-seeking curious buyers,45-54,Male,Tier 3,South,Salaried,25k-50k,Rarely,Shopping mall/store,Price/Value,2,Heard of them but never purchased,"Yes, know it well",4,No strong preference,3,3,Social media page,Fashion/styling,Minimal modern,Minimal and modern,Sustainable luxury,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,2,88,Definitely would buy,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1560,Conscious gifting buyers,45-54,Male,Tier 2,Central,Creative Professional,50k-100k,Monthly,Shopping mall/store,Sustainability,3,No,"Yes, know it well",4,Vegan leather,3,1,Premium offline store,Gifting,Classic leather-like,Sustainable and conscious,Supports Northeast farmers,Above 10000,Above 20000,Up to 5%,First-time buyer discount,4,100,Definitely would buy,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
1561,Conscious gifting buyers,35-44,Male,Tier 2,Northeast,Creative Professional,50k-100k,Rarely,E-commerce marketplace,Exclusivity,4,No,"Yes, a little",4,No strong preference,3,3,Marketplace,Special occasions,Glossy luxury,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,6%-10%,First-time buyer discount,5,100,Definitely would buy,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1562,Value-seeking curious buyers,35-44,Female,Tier 3,East,Salaried,100k-200k,Rarely,Exhibitions/pop-ups,Price/Value,2,"Yes, occasionally",Heard the term only,1,Genuine leather,2,3,Social media page,Fashion/styling,Minimal modern,Youthful and trendy,Agri-waste innovation,Above 10000,Above 20000,Up to 5%,Free shipping,2,100,Probably would not buy,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1
1563,Conscious gifting buyers,35-44,Non-binary,Tier 1,East,Creative Professional,50k-100k,Monthly,E-commerce marketplace,Exclusivity,4,"Yes, frequently","Yes, a little",4,Vegan leather,4,2,Marketplace,Daily personal use,Classic leather-like,Minimal and modern,Cruelty-free innovation,Above 10000,Above 20000,Above 20%,Customization offer,3,100,Definitely would buy,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0
1564,Conscious gifting buyers,25-34,Female,Metro,North,Salaried,50k-100k,Once in 2-3 months,Exhibitions/pop-ups,Exclusivity,3,Heard of them but never purchased,"Yes, a little",5,Vegan leather,3,3,Designer boutique,Special occasions,Matte natural,Youthful and trendy,Sustainable luxury,Above 10000,Above 20000,6%-10%,Limited edition packaging,3,100,Definitely would buy,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1565,Skeptical traditional buyers,25-34,Female,Tier 2,East,Salaried,Above 200k,Once in 2-3 months,E-commerce marketplace,Price/Value,1,Heard of them but never purchased,"Yes, a little",2,No strong preference,1,4,Pop-up exhibition,Gifting,Classic leather-like,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Loyalty discount,1,100,Definitely would not buy,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1566,Value-seeking curious buyers,35-44,Male,Tier 1,West,Creative Professional,Below 25k,Rarely,Shopping mall/store,Price/Value,3,No,"Yes, a little",3,Vegan leather,3,1,Pop-up exhibition,Unlikely to buy,Minimal modern,Youthful and trendy,Modern premium Indian roots,5001-10000,10001-20000,0%,First-time buyer discount,4,75,Definitely would buy,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1567,Eco-conscious premium adopters,18-24,Male,Tier 2,South,Student,Above 200k,Very often,Boutique/designer store,Brand Image,4,No,"Yes, know it well",5,No strong preference,5,4,Designer boutique,Office/professional use,Matte natural,Sustainable and conscious,Sustainable luxury,Above 10000,Above 20000,Above 20%,First-time buyer discount,5,100,Definitely would buy,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1568,Eco-conscious premium adopters,18-24,Female,Metro,South,Salaried,25k-50k,Rarely,Exhibitions/pop-ups,Exclusivity,4,"Yes, frequently","Yes, know it well",5,Natural handcrafted material,5,4,Premium offline store,Fashion/styling,Matte natural,Minimal and modern,Agri-waste innovation,Above 10000,Above 20000,Above 20%,First-time buyer discount,5,100,Definitely would buy,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0
1569,Value-seeking curious buyers,25-34,Male,Tier 2,Central,Creative Professional,50k-100k,Once in 2-3 months,Brand website,Exclusivity,3,"Yes, occasionally","No, never heard of it",1,Natural handcrafted material,3,2,Online store,Office/professional use,Matte natural,Minimal and modern,Modern premium Indian roots,Above 10000,Above 20000,Up to 5%,Combo/bundle offer,4,100,Definitely would buy,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
